Day,Month,Year,Content ID,Reaction Type,Content Type,Category,Sentiment,Score
Tue,Dec,2020,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,worried,video,cooking,negative,12
Sun,Nov,2020,eec5e521-4c28-4e8a-93a9-d544803fad7e,worried,audio,food,negative,12
Sat,Jul,2020,eec5e521-4c28-4e8a-93a9-d544803fad7e,worried,audio,food,negative,12
Fri,Jul,2020,eec5e521-4c28-4e8a-93a9-d544803fad7e,worried,audio,food,negative,12
Sun,Nov,2020,eec5e521-4c28-4e8a-93a9-d544803fad7e,worried,audio,food,negative,12
Sat,May,2021,457301ee-3e87-40d8-8b82-ea4e1fa90e39,worried,GIF,healthy eating,negative,12
Thu,Mar,2021,457301ee-3e87-40d8-8b82-ea4e1fa90e39,worried,GIF,healthy eating,negative,12
Mon,Mar,2021,457301ee-3e87-40d8-8b82-ea4e1fa90e39,worried,GIF,healthy eating,negative,12
Fri,Jan,2021,457301ee-3e87-40d8-8b82-ea4e1fa90e39,worried,GIF,healthy eating,negative,12
Mon,Jul,2020,4fa14453-7b29-4302-b51f-9aa23b472c1b,worried,audio,animals,negative,12
Fri,Nov,2020,ab4c4756-1c50-4136-bad9-3216e01ffac2,worried,audio,fitness,negative,12
Thu,Jan,2021,ab4c4756-1c50-4136-bad9-3216e01ffac2,worried,audio,fitness,negative,12
Wed,Jul,2020,4478d98e-43e8-4dc0-884d-c1115aa8b970,worried,audio,animals,negative,12
Tue,Sep,2020,34f73132-fff6-4f01-a5ec-4b4b66461fc7,worried,photo,fitness,negative,12
Fri,May,2021,34f73132-fff6-4f01-a5ec-4b4b66461fc7,worried,photo,fitness,negative,12
Thu,Feb,2021,34f73132-fff6-4f01-a5ec-4b4b66461fc7,worried,photo,fitness,negative,12
Thu,Oct,2020,220d9dc1-f8a5-422d-b200-3819f3b89b2b,worried,video,dogs,negative,12
Wed,Aug,2020,ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,worried,GIF,healthy eating,negative,12
Sat,Sep,2020,18b4da8a-5f22-4dbe-b2af-c9013581cdd9,worried,GIF,studying,negative,12
Fri,Mar,2021,18b4da8a-5f22-4dbe-b2af-c9013581cdd9,worried,GIF,studying,negative,12
Tue,Sep,2020,259cd56f-b017-4a41-81a7-f26ce9b35092,worried,video,culture,negative,12
Sat,Oct,2020,259cd56f-b017-4a41-81a7-f26ce9b35092,worried,video,culture,negative,12
Sun,Aug,2020,c01fa154-5348-4040-9d20-0bbf01f6349b,worried,GIF,tennis,negative,12
Sat,Jul,2020,50c9237a-541c-4f10-a2be-7cbe076b2012,worried,GIF,travel,negative,12
Mon,Jul,2020,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,worried,video,science,negative,12
Tue,Mar,2021,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,worried,video,science,negative,12
Sun,Sep,2020,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,worried,video,science,negative,12
Sun,Oct,2020,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,worried,video,science,negative,12
Sun,Jan,2021,e442899c-d2d6-4392-be2d-a0b916ae47fb,worried,video,technology,negative,12
Fri,Jun,2021,e442899c-d2d6-4392-be2d-a0b916ae47fb,worried,video,technology,negative,12
Fri,Jun,2021,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,worried,video,science,negative,12
Tue,Sep,2020,82145a60-013e-4d96-81a5-399af8618158,worried,audio,food,negative,12
Sun,Apr,2021,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,worried,GIF,healthy eating,negative,12
Sat,Sep,2020,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,worried,GIF,healthy eating,negative,12
Sat,Feb,2021,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,worried,GIF,healthy eating,negative,12
Tue,May,2021,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,worried,GIF,healthy eating,negative,12
Sun,May,2021,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,worried,video,culture,negative,12
Thu,Feb,2021,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,worried,video,culture,negative,12
Mon,Oct,2020,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,worried,video,culture,negative,12
Tue,Jul,2020,f08bdab2-b888-484e-8fd9-919e6ed86c12,worried,audio,education,negative,12
Fri,Mar,2021,f08bdab2-b888-484e-8fd9-919e6ed86c12,worried,audio,education,negative,12
Tue,Sep,2020,f08bdab2-b888-484e-8fd9-919e6ed86c12,worried,audio,education,negative,12
Sat,Jan,2021,258bb775-3c35-4eec-90f3-8b75a52e466a,worried,photo,education,negative,12
Tue,Dec,2020,8d32243c-2dd1-4128-bde1-d643207e582c,worried,photo,studying,negative,12
Sat,Aug,2020,8d32243c-2dd1-4128-bde1-d643207e582c,worried,photo,studying,negative,12
Wed,Jan,2021,8d32243c-2dd1-4128-bde1-d643207e582c,worried,photo,studying,negative,12
Thu,Nov,2020,e2c433d2-096e-484e-8c69-28f0bb69f3b7,worried,audio,science,negative,12
Fri,Feb,2021,e2c433d2-096e-484e-8c69-28f0bb69f3b7,worried,audio,science,negative,12
Wed,Jun,2021,3d8fffab-6107-4d7b-9485-c610e233c91c,worried,photo,studying,negative,12
Sun,Jul,2020,3d8fffab-6107-4d7b-9485-c610e233c91c,worried,photo,studying,negative,12
Sat,Nov,2020,3d8fffab-6107-4d7b-9485-c610e233c91c,worried,photo,studying,negative,12
Sun,Apr,2021,409aa11d-5af3-4a70-9da1-482857f5835e,worried,GIF,fitness,negative,12
Mon,Apr,2021,409aa11d-5af3-4a70-9da1-482857f5835e,worried,GIF,fitness,negative,12
Mon,Jan,2021,409aa11d-5af3-4a70-9da1-482857f5835e,worried,GIF,fitness,negative,12
Tue,Jun,2021,aa9ea032-0fea-42c3-88d9-666685d4b32b,worried,GIF,veganism,negative,12
Sat,Jul,2020,eaddee3e-3a23-47cd-9785-ab7f2120a293,worried,video,science,negative,12
Sun,Nov,2020,eaddee3e-3a23-47cd-9785-ab7f2120a293,worried,video,science,negative,12
Fri,Oct,2020,eaddee3e-3a23-47cd-9785-ab7f2120a293,worried,video,science,negative,12
Thu,May,2021,eaddee3e-3a23-47cd-9785-ab7f2120a293,worried,video,science,negative,12
Thu,Aug,2020,9ef39aa2-60f9-4e4b-b666-c6cb97015503,worried,GIF,travel,negative,12
Sat,Feb,2021,3724de8a-ec2f-4021-a3f1-605d551da9d0,worried,video,culture,negative,12
Wed,Aug,2020,2d0926be-9a29-4e6c-b342-815c70172214,worried,GIF,animals,negative,12
Mon,Feb,2021,2d0926be-9a29-4e6c-b342-815c70172214,worried,GIF,animals,negative,12
Thu,Aug,2020,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,worried,photo,science,negative,12
Tue,Jul,2020,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,worried,photo,science,negative,12
Tue,Jun,2021,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,worried,photo,science,negative,12
Tue,May,2021,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,worried,photo,science,negative,12
Wed,Dec,2020,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,worried,photo,science,negative,12
Sun,Oct,2020,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,worried,photo,science,negative,12
Wed,Feb,2021,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,worried,photo,science,negative,12
Wed,Feb,2021,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,worried,photo,science,negative,12
Sun,Jul,2020,0491183b-be25-4108-b667-8c30d3cdbf50,worried,audio,veganism,negative,12
Tue,Aug,2020,359b93ea-446f-4202-8801-db238de5de4d,worried,photo,food,negative,12
Mon,Feb,2021,359b93ea-446f-4202-8801-db238de5de4d,worried,photo,food,negative,12
Fri,Jan,2021,359b93ea-446f-4202-8801-db238de5de4d,worried,photo,food,negative,12
Tue,Sep,2020,359b93ea-446f-4202-8801-db238de5de4d,worried,photo,food,negative,12
Sun,May,2021,3c510b35-43e2-4e84-a805-86c5ebddc4cf,worried,audio,studying,negative,12
Tue,Jun,2021,3c510b35-43e2-4e84-a805-86c5ebddc4cf,worried,audio,studying,negative,12
Thu,Aug,2020,3c510b35-43e2-4e84-a805-86c5ebddc4cf,worried,audio,studying,negative,12
Wed,Feb,2021,86346263-02db-4020-a216-9e54f502f643,worried,GIF,travel,negative,12
Sat,Nov,2020,86346263-02db-4020-a216-9e54f502f643,worried,GIF,travel,negative,12
Fri,Aug,2020,86346263-02db-4020-a216-9e54f502f643,worried,GIF,travel,negative,12
Sat,Nov,2020,86346263-02db-4020-a216-9e54f502f643,worried,GIF,travel,negative,12
Fri,Aug,2020,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,worried,photo,studying,negative,12
Sat,Oct,2020,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,worried,photo,studying,negative,12
Sat,Jan,2021,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,worried,photo,studying,negative,12
Thu,Feb,2021,45dbce0a-dbd8-4c4d-a492-4f5b84850d5c,worried,video,dogs,negative,12
Thu,Aug,2020,45dbce0a-dbd8-4c4d-a492-4f5b84850d5c,worried,video,dogs,negative,12
Mon,May,2021,9d94f180-947c-40f5-aa05-f1958759b7fc,worried,video,science,negative,12
Mon,Mar,2021,9d94f180-947c-40f5-aa05-f1958759b7fc,worried,video,science,negative,12
Sat,Jan,2021,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,worried,photo,culture,negative,12
Thu,Jul,2020,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,worried,photo,culture,negative,12
Thu,Jan,2021,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,worried,photo,culture,negative,12
Tue,May,2021,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,worried,photo,culture,negative,12
Thu,Nov,2020,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,worried,GIF,culture,negative,12
Sat,May,2021,fada6910-2cc5-4600-808c-1e6066f795a6,worried,GIF,technology,negative,12
Sun,Oct,2020,fada6910-2cc5-4600-808c-1e6066f795a6,worried,GIF,technology,negative,12
Tue,Jul,2020,fada6910-2cc5-4600-808c-1e6066f795a6,worried,GIF,technology,negative,12
Sun,Nov,2020,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,worried,photo,culture,negative,12
Wed,Mar,2021,1de2f0f9-61ab-43fb-9180-6870824c63c0,worried,GIF,science,negative,12
Fri,Jan,2021,e18e10e9-ed2a-494b-b215-edce890b1df4,worried,photo,food,negative,12
Tue,Dec,2020,af7971aa-5fd5-41d3-b6c3-583704a705a2,worried,video,healthy eating,negative,12
Sat,May,2021,af7971aa-5fd5-41d3-b6c3-583704a705a2,worried,video,healthy eating,negative,12
Sun,Feb,2021,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,worried,video,healthy eating,negative,12
Fri,Oct,2020,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,worried,video,healthy eating,negative,12
Sat,Oct,2020,c8b044a9-8427-4b41-bc61-7b549ab1626c,worried,photo,studying,negative,12
Sat,Dec,2020,c8b044a9-8427-4b41-bc61-7b549ab1626c,worried,photo,studying,negative,12
Mon,Mar,2021,cd568dd1-70cf-45d6-b495-10eebff8c920,worried,photo,dogs,negative,12
Wed,Dec,2020,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,worried,photo,travel,negative,12
Tue,Mar,2021,62681a6c-fe82-4186-ba7d-0805ae5b95ed,worried,audio,veganism,negative,12
Tue,May,2021,ec8e2d25-5730-4753-a0a2-d1ed41e23623,worried,video,healthy eating,negative,12
Thu,May,2021,ec8e2d25-5730-4753-a0a2-d1ed41e23623,worried,video,healthy eating,negative,12
Tue,Jul,2020,ec8e2d25-5730-4753-a0a2-d1ed41e23623,worried,video,healthy eating,negative,12
Wed,Feb,2021,67f2a150-6086-4cbd-8d21-46250ccef5a2,worried,GIF,cooking,negative,12
Thu,Aug,2020,65545cfb-59bb-4dc1-a38b-82f268210da2,worried,audio,technology,negative,12
Mon,Oct,2020,65545cfb-59bb-4dc1-a38b-82f268210da2,worried,audio,technology,negative,12
Mon,Sep,2020,65545cfb-59bb-4dc1-a38b-82f268210da2,worried,audio,technology,negative,12
Sun,May,2021,65545cfb-59bb-4dc1-a38b-82f268210da2,worried,audio,technology,negative,12
Mon,Nov,2020,433607b3-eeb4-48b8-9263-9805c1b89d55,worried,video,education,negative,12
Thu,Apr,2021,433607b3-eeb4-48b8-9263-9805c1b89d55,worried,video,education,negative,12
Fri,Jun,2020,5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,worried,video,studying,negative,12
Sun,Aug,2020,5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,worried,video,studying,negative,12
Sat,Sep,2020,8e3896e3-2f84-4b47-9365-fb562c9ed730,worried,video,public speaking,negative,12
Fri,Nov,2020,8e3896e3-2f84-4b47-9365-fb562c9ed730,worried,video,public speaking,negative,12
Thu,Mar,2021,de9796a6-d19d-4c41-a965-7aa4dcc69fee,worried,audio,technology,negative,12
Sat,Feb,2021,de9796a6-d19d-4c41-a965-7aa4dcc69fee,worried,audio,technology,negative,12
Wed,Nov,2020,e4466189-0b96-4cc4-9d7d-d0f27b982548,worried,GIF,education,negative,12
Fri,Jan,2021,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,worried,photo,food,negative,12
Fri,Feb,2021,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,worried,photo,food,negative,12
Thu,May,2021,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,worried,photo,food,negative,12
Mon,May,2021,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,worried,photo,food,negative,12
Sun,Aug,2020,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,worried,photo,food,negative,12
Fri,Feb,2021,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,worried,photo,food,negative,12
Sat,Sep,2020,c7066a17-2e12-49d2-bb9e-c8967051f490,worried,GIF,public speaking,negative,12
Wed,Apr,2021,c7066a17-2e12-49d2-bb9e-c8967051f490,worried,GIF,public speaking,negative,12
Tue,Apr,2021,f01ec49c-3179-43bb-b127-2b1a73f34b06,worried,photo,animals,negative,12
Thu,Mar,2021,f01ec49c-3179-43bb-b127-2b1a73f34b06,worried,photo,animals,negative,12
Mon,Feb,2021,c6cbd704-9d4a-4ace-b61e-e5df74ee83af,worried,photo,education,negative,12
Fri,Sep,2020,c6cbd704-9d4a-4ace-b61e-e5df74ee83af,worried,photo,education,negative,12
Sun,May,2021,c6cbd704-9d4a-4ace-b61e-e5df74ee83af,worried,photo,education,negative,12
Sat,Nov,2020,b6c24086-becf-4615-801e-c3c298a8d4e2,worried,photo,travel,negative,12
Fri,Feb,2021,1beeffff-f261-435f-a109-6fafe46669d4,worried,photo,public speaking,negative,12
Sat,May,2021,1beeffff-f261-435f-a109-6fafe46669d4,worried,photo,public speaking,negative,12
Fri,Jun,2020,1beeffff-f261-435f-a109-6fafe46669d4,worried,photo,public speaking,negative,12
Wed,Apr,2021,1beeffff-f261-435f-a109-6fafe46669d4,worried,photo,public speaking,negative,12
Fri,Sep,2020,1beeffff-f261-435f-a109-6fafe46669d4,worried,photo,public speaking,negative,12
Sat,Mar,2021,1beeffff-f261-435f-a109-6fafe46669d4,worried,photo,public speaking,negative,12
Thu,Nov,2020,61e6650c-5068-4575-9aee-4217ef3dbdb1,worried,GIF,tennis,negative,12
Sun,May,2021,61e6650c-5068-4575-9aee-4217ef3dbdb1,worried,GIF,tennis,negative,12
Mon,Nov,2020,61e6650c-5068-4575-9aee-4217ef3dbdb1,worried,GIF,tennis,negative,12
Wed,Jul,2020,b56a9e24-d0f2-4599-b893-c2889a15e1d6,worried,video,veganism,negative,12
Sun,Jul,2020,b56a9e24-d0f2-4599-b893-c2889a15e1d6,worried,video,veganism,negative,12
Fri,May,2021,b56a9e24-d0f2-4599-b893-c2889a15e1d6,worried,video,veganism,negative,12
Sun,Apr,2021,b56a9e24-d0f2-4599-b893-c2889a15e1d6,worried,video,veganism,negative,12
Sun,Sep,2020,b56a9e24-d0f2-4599-b893-c2889a15e1d6,worried,video,veganism,negative,12
Mon,Sep,2020,b56a9e24-d0f2-4599-b893-c2889a15e1d6,worried,video,veganism,negative,12
Sun,Jul,2020,b56a9e24-d0f2-4599-b893-c2889a15e1d6,worried,video,veganism,negative,12
Wed,Jun,2021,d706b190-216c-4103-9107-fb7304766d68,worried,video,cooking,negative,12
Sat,Feb,2021,d706b190-216c-4103-9107-fb7304766d68,worried,video,cooking,negative,12
Wed,Jul,2020,d706b190-216c-4103-9107-fb7304766d68,worried,video,cooking,negative,12
Tue,Jan,2021,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,worried,audio,tennis,negative,12
Fri,Apr,2021,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,worried,audio,tennis,negative,12
Sun,Jun,2020,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,worried,audio,tennis,negative,12
Mon,Jan,2021,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,worried,audio,tennis,negative,12
Tue,Sep,2020,edc4a60a-b5ba-4178-b99e-9d34ed92599c,worried,audio,technology,negative,12
Wed,Apr,2021,edc4a60a-b5ba-4178-b99e-9d34ed92599c,worried,audio,technology,negative,12
Tue,Apr,2021,2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,worried,photo,animals,negative,12
Sun,Dec,2020,509a5fb0-9bb2-4809-9f90-18ae007acc94,worried,video,dogs,negative,12
Fri,Aug,2020,509a5fb0-9bb2-4809-9f90-18ae007acc94,worried,video,dogs,negative,12
Mon,Jun,2020,f1038e6c-5292-4e20-a866-675e1637d6b5,worried,GIF,soccer,negative,12
Fri,May,2021,f1038e6c-5292-4e20-a866-675e1637d6b5,worried,GIF,soccer,negative,12
Sun,Aug,2020,3a106d1f-3942-49d4-9358-417f33d760c6,worried,photo,fitness,negative,12
Fri,Aug,2020,3a106d1f-3942-49d4-9358-417f33d760c6,worried,photo,fitness,negative,12
Sun,Mar,2021,3a106d1f-3942-49d4-9358-417f33d760c6,worried,photo,fitness,negative,12
Fri,Oct,2020,3a106d1f-3942-49d4-9358-417f33d760c6,worried,photo,fitness,negative,12
Sun,Dec,2020,dd2f8912-9b97-40cb-ac5f-215f98d4d733,worried,GIF,fitness,negative,12
Tue,Apr,2021,de95cdb1-a85a-40de-8467-892e2d1481af,worried,video,education,negative,12
Fri,Aug,2020,de95cdb1-a85a-40de-8467-892e2d1481af,worried,video,education,negative,12
Tue,Jan,2021,6199f5ca-cc02-410d-a408-e034946de162,worried,video,animals,negative,12
Fri,Dec,2020,8490c29c-177f-4c21-9d37-d509f9287f30,worried,GIF,tennis,negative,12
Fri,Aug,2020,8490c29c-177f-4c21-9d37-d509f9287f30,worried,GIF,tennis,negative,12
Thu,Oct,2020,8490c29c-177f-4c21-9d37-d509f9287f30,worried,GIF,tennis,negative,12
Thu,Jan,2021,8490c29c-177f-4c21-9d37-d509f9287f30,worried,GIF,tennis,negative,12
Thu,Dec,2020,5651450a-d330-46e6-bac9-c7c7e7defaf2,worried,photo,animals,negative,12
Thu,Oct,2020,7c2e209e-acea-4246-a32d-636e2f2cc2c1,worried,video,dogs,negative,12
Thu,Dec,2020,a72552ac-cad2-4707-8bc6-dea84a5ab72b,worried,audio,studying,negative,12
Thu,Mar,2021,2eb7feec-26a4-4949-8470-3e66c16536e9,worried,video,tennis,negative,12
Sun,Nov,2020,2eb7feec-26a4-4949-8470-3e66c16536e9,worried,video,tennis,negative,12
Sat,Oct,2020,0d3d0a35-f806-4536-8733-abf1f92763e2,worried,GIF,studying,negative,12
Tue,Dec,2020,0d3d0a35-f806-4536-8733-abf1f92763e2,worried,GIF,studying,negative,12
Mon,Dec,2020,0d3d0a35-f806-4536-8733-abf1f92763e2,worried,GIF,studying,negative,12
Sun,Nov,2020,f783f128-6f66-4ef3-a190-5afc29d17012,worried,GIF,tennis,negative,12
Sun,Apr,2021,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,worried,video,cooking,negative,12
Wed,Feb,2021,6e418568-a2b9-4d08-b241-06362c96a7f1,worried,video,food,negative,12
Mon,Nov,2020,93c0f4f6-8c1e-453e-8df0-3015b1e76376,worried,video,technology,negative,12
Thu,Oct,2020,93c0f4f6-8c1e-453e-8df0-3015b1e76376,worried,video,technology,negative,12
Mon,Jan,2021,93c0f4f6-8c1e-453e-8df0-3015b1e76376,worried,video,technology,negative,12
Tue,Nov,2020,93c0f4f6-8c1e-453e-8df0-3015b1e76376,worried,video,technology,negative,12
Sat,Feb,2021,34123572-64b7-4f3d-b098-a2651d882fb2,worried,video,dogs,negative,12
Wed,Mar,2021,811834bf-44bf-47f3-ae30-e305591177d6,worried,GIF,animals,negative,12
Fri,Oct,2020,413101f7-ea05-4df6-97cf-9891245c5ed7,worried,photo,science,negative,12
Sun,Mar,2021,c136ae25-d882-4e2c-b515-5727ad2626a5,worried,photo,soccer,negative,12
Fri,Feb,2021,bd810ca4-54cf-420e-afec-0214b870672e,worried,photo,technology,negative,12
Sun,Oct,2020,43e53b12-71cb-4aad-9cb7-8c3572053230,worried,audio,fitness,negative,12
Fri,Feb,2021,2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,worried,audio,travel,negative,12
Tue,Mar,2021,2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,worried,audio,travel,negative,12
Thu,Sep,2020,748ab616-8066-4c61-b6af-d7442545d12a,worried,audio,veganism,negative,12
Tue,Mar,2021,748ab616-8066-4c61-b6af-d7442545d12a,worried,audio,veganism,negative,12
Tue,Dec,2020,748ab616-8066-4c61-b6af-d7442545d12a,worried,audio,veganism,negative,12
Sat,Apr,2021,748ab616-8066-4c61-b6af-d7442545d12a,worried,audio,veganism,negative,12
Thu,Jul,2020,e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,worried,video,science,negative,12
Tue,Mar,2021,e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,worried,video,science,negative,12
Fri,Oct,2020,734c0b94-6729-44ef-af97-90a3a51a466c,worried,video,travel,negative,12
Mon,May,2021,734c0b94-6729-44ef-af97-90a3a51a466c,worried,video,travel,negative,12
Fri,May,2021,43da458b-66fe-4723-996c-57dcfad67edf,worried,GIF,food,negative,12
Tue,Mar,2021,7dc268e5-b50d-4280-82aa-e08af75a8a0a,worried,photo,science,negative,12
Tue,Feb,2021,7dc268e5-b50d-4280-82aa-e08af75a8a0a,worried,photo,science,negative,12
Wed,Jan,2021,7dc268e5-b50d-4280-82aa-e08af75a8a0a,worried,photo,science,negative,12
Sat,Jun,2020,ebdf5d36-9ecc-44d7-b641-d33805709452,worried,audio,cooking,negative,12
Sat,May,2021,1429467d-e8a2-4292-bd46-921e8bd87b30,worried,video,public speaking,negative,12
Thu,Nov,2020,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,worried,audio,studying,negative,12
Thu,Jul,2020,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,worried,audio,studying,negative,12
Sun,Apr,2021,7d459555-a816-4d20-893c-a002e0a74ce3,worried,audio,healthy eating,negative,12
Mon,Mar,2021,7d459555-a816-4d20-893c-a002e0a74ce3,worried,audio,healthy eating,negative,12
Sat,May,2021,7d459555-a816-4d20-893c-a002e0a74ce3,worried,audio,healthy eating,negative,12
Sat,Jun,2020,e6b61eab-6879-4618-b189-476f27f02fdd,worried,audio,science,negative,12
Fri,May,2021,d16d21cd-30c7-4b1e-b50c-aff5808fe816,worried,photo,fitness,negative,12
Mon,May,2021,d16d21cd-30c7-4b1e-b50c-aff5808fe816,worried,photo,fitness,negative,12
Wed,Apr,2021,27ec2b21-a749-4181-b182-150a174fc277,worried,GIF,animals,negative,12
Mon,Dec,2020,27ec2b21-a749-4181-b182-150a174fc277,worried,GIF,animals,negative,12
Sat,Jul,2020,bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b,worried,video,food,negative,12
Tue,Jul,2020,bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b,worried,video,food,negative,12
Thu,Oct,2020,1f466010-5c87-4b81-be83-5856481231fb,worried,GIF,soccer,negative,12
Mon,Feb,2021,1f466010-5c87-4b81-be83-5856481231fb,worried,GIF,soccer,negative,12
Thu,Sep,2020,1f466010-5c87-4b81-be83-5856481231fb,worried,GIF,soccer,negative,12
Mon,Apr,2021,496645a7-64f7-4c56-94f5-a71671cb262e,worried,GIF,dogs,negative,12
Wed,Sep,2020,496645a7-64f7-4c56-94f5-a71671cb262e,worried,GIF,dogs,negative,12
Thu,Sep,2020,496645a7-64f7-4c56-94f5-a71671cb262e,worried,GIF,dogs,negative,12
Thu,Sep,2020,d6d4ec49-4210-44de-9f90-c93dfbeed084,worried,video,tennis,negative,12
Sat,Jun,2021,229d5bad-c1e4-439c-8978-0efdcdfea4d1,worried,audio,food,negative,12
Mon,Feb,2021,229d5bad-c1e4-439c-8978-0efdcdfea4d1,worried,audio,food,negative,12
Fri,Oct,2020,229d5bad-c1e4-439c-8978-0efdcdfea4d1,worried,audio,food,negative,12
Mon,Oct,2020,229d5bad-c1e4-439c-8978-0efdcdfea4d1,worried,audio,food,negative,12
Wed,Jun,2021,80d4bec9-6441-41a2-be74-0eec3e5317ef,worried,video,tennis,negative,12
Thu,Apr,2021,80d4bec9-6441-41a2-be74-0eec3e5317ef,worried,video,tennis,negative,12
Mon,Dec,2020,80d4bec9-6441-41a2-be74-0eec3e5317ef,worried,video,tennis,negative,12
Sun,Nov,2020,80d4bec9-6441-41a2-be74-0eec3e5317ef,worried,video,tennis,negative,12
Thu,Sep,2020,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,worried,GIF,science,negative,12
Mon,Mar,2021,457d54ed-e0bf-4574-80e3-561c1bbc4d3e,worried,GIF,science,negative,12
Fri,Aug,2020,57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,worried,audio,cooking,negative,12
Tue,Dec,2020,ff883828-a610-492d-8635-8a777eaad25f,worried,photo,education,negative,12
Fri,Dec,2020,ff883828-a610-492d-8635-8a777eaad25f,worried,photo,education,negative,12
Mon,Jan,2021,ff883828-a610-492d-8635-8a777eaad25f,worried,photo,education,negative,12
Mon,May,2021,ff883828-a610-492d-8635-8a777eaad25f,worried,photo,education,negative,12
Sun,Mar,2021,48a824bf-e495-4333-8acf-c800947ec2cd,worried,audio,soccer,negative,12
Fri,Aug,2020,48a824bf-e495-4333-8acf-c800947ec2cd,worried,audio,soccer,negative,12
Wed,Oct,2020,2019333d-2b9c-4a22-904c-d1f1aa9c68bb,worried,GIF,food,negative,12
Fri,Apr,2021,2019333d-2b9c-4a22-904c-d1f1aa9c68bb,worried,GIF,food,negative,12
Fri,Sep,2020,88d65e30-7ca0-4f32-a020-45c4cb3d9632,worried,audio,travel,negative,12
Fri,Jun,2020,88d65e30-7ca0-4f32-a020-45c4cb3d9632,worried,audio,travel,negative,12
Mon,Oct,2020,88d65e30-7ca0-4f32-a020-45c4cb3d9632,worried,audio,travel,negative,12
Tue,Jan,2021,88d65e30-7ca0-4f32-a020-45c4cb3d9632,worried,audio,travel,negative,12
Sun,May,2021,88d65e30-7ca0-4f32-a020-45c4cb3d9632,worried,audio,travel,negative,12
Wed,Jul,2020,05776481-7b58-46d8-abf6-bf4de7831287,worried,audio,travel,negative,12
Tue,Jan,2021,05776481-7b58-46d8-abf6-bf4de7831287,worried,audio,travel,negative,12
Sun,Feb,2021,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,worried,GIF,animals,negative,12
Fri,May,2021,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,worried,GIF,animals,negative,12
